# ----------------------------------------
# Ten10 GA4
# Untitled exploration-Free form 1
# 20241122-20260120
# ----------------------------------------

Page path + query string,Total users,Sessions,Average session duration,Key events,Bounce rate,Exits
/blog/what-is-intelligent-automation/?mh_matchtype=p&mh_keyword=intelligent%20process%20automation&mh_adgroupid=173203218623&mh_network=g&lead_source_detail=GoogleAds_intelligent%20process%20automation_173203218623&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979771&hsa_grp=173203218623&hsa_ad=731899061681&hsa_src=g&hsa_tgt=kwd-305052491983&hsa_kw=intelligent%20process%20automation&hsa_mt=p&hsa_net=adwords&hsa_ver=3&gad_campaignid=16799979771,41,44,96.15786765909091,17,0.3181818181818182,37
/blog/meet-our-academy-consultants-ashis-budha-magar/,40,42,51.491832476190474,7,0.11904761904761904,11
/blog/ten10-academy-diary-ephron-agyeman/,40,41,22.273151341463414,6,0.4146341463414634,38
/blog/the-growing-demand-for-ai-savvy-talent/,40,43,94.10665948837209,20,0.16279069767441862,30
/case-studies/devops-pipeline-health-check-for-world-leading-manufacturer/,40,48,95.43006370833332,10,0.125,16
/case-studies/fika-uses-a-website-accessibility-audit-to-achieve-mandatory-compliance/,40,47,72.32651029787235,21,0.1702127659574468,25
/blog/meet-our-academy-engineers-casey-prosser/,39,41,17.32021712195122,16,0.21951219512195122,28
/blog/what-is-intelligent-automation/?mh_matchtype=p&mh_keyword=intelligent%20process%20automation&mh_adgroupid=173203218623&mh_network=g&lead_source_detail=GoogleAds_intelligent%20process%20automation_173203218623&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979771&hsa_grp=173203218623&hsa_ad=731899061681&hsa_src=g&hsa_tgt=kwd-305052491983&hsa_kw=intelligent%20process%20automation&hsa_mt=p&hsa_net=adwords&hsa_ver=3,39,48,78.7536613125,17,0.2916666666666667,37
/blog/ten10-group-opens-new-office-in-raleigh-north-carolina/,36,40,30.545053425000003,17,0.2,23
/case-studies/how-the-ten10-academy-helped-tunstall-healthcare-overcome-their-testing-resourcing-challenges/,36,41,89.32109136585366,8,0.3170731707317073,31
/podcast/female-tech-leaders-raman-rai/,36,40,55.8712983,14,0.3,39
/blog/essential-questions-to-evaluate-your-test-automation-strategy/,35,41,79.71287231707318,13,0.17073170731707318,26
/blog/meet-our-academy-consultants-rob-seakens/,35,35,8.528329371428573,12,0.34285714285714286,33
/blog/meet-our-academy-consultants-emma-lobley/,34,35,120.69680065714287,11,0.14285714285714285,20
/case-studies/automating-common-and-repetitive-tasks-with-rpa/,34,42,22.91346361904762,17,0.2619047619047619,23
/case-studies/remote-quality-assurance-for-a-windows-upgrade/,34,37,71.49682543243243,11,0.1891891891891892,19
/blog/meet-our-academy-engineers-olivia-quickenden/,33,36,24.103183722222223,4,0.3333333333333333,25
/case-studies/agile-transformation-in-a-multi-vendor-environment-for-a-uk-retailer/,33,35,121.46121077142857,12,0.2571428571428571,29
/case-studies/compatibility-testing-of-html-email-templates/,33,34,22.386971823529414,18,0.20588235294117646,30
/podcast/female-tech-leaders-interview-with-damola-odusolu/,33,36,86.83765411111112,15,0.2222222222222222,28
/blog/risk-mitigation-for-cloud-migrations/,32,36,54.223805999999996,16,0.2777777777777778,31
/blog/scaling-rpa-how-to-overcome-maintenance-challenges/,32,38,57.971236184210525,12,0.3157894736842105,31
/case-studies/creation-and-implementation-of-a-test-automation-framework-for-an-html5-application/,31,35,126.00079505714285,7,0.2857142857142857,25
/blog/accelerate-your-business-with-automated-data-processing/,30,30,34.89409396666667,14,0.23333333333333334,24
/blog/navigating-the-challenges-of-site-reliability-engineering/,30,33,53.975569575757575,14,0.24242424242424243,27
/case-studies/academy-devops-cloud-based-device-monitoring-solution/,30,41,17.018818975609754,12,0.21951219512195122,30
/case-studies/functional-and-automated-regression-testing-for-the-replacement-of-a-casework-system/,30,32,71.6272495,10,0.28125,22
/podcast/meet-our-consultants-ben-neuss-programme-test-manager/,30,31,61.74351225806451,9,0.2903225806451613,22
/blog/european-accessibility-act/?mh_matchtype=&mh_keyword=&mh_adgroupid=&mh_network=x&lead_source_detail=GoogleAds__&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=15233175087&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3,29,37,191.8877119189189,14,0.24324324324324326,28
/blog/meet-our-academy-consultants-dyllan-arulampalam/,29,29,29.54748124137931,14,0.3103448275862069,28
/blog/meet-our-academy-consultants-tristan-wilbert/,29,30,31.137747866666665,7,0.13333333333333333,27
/blog/meet-our-academy-consultants-lana-aldridge/,28,29,52.00164734482759,12,0.20689655172413793,21
/blog/shift-happens-raees-tahirkheli/,28,30,46.73010566666667,10,0.13333333333333333,21
/blog/the-growing-demand-for-ai-savvy-talent/?mh_matchtype=&mh_keyword=&mh_adgroupid=&mh_network=x&lead_source_detail=GoogleAds__&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=15233175087&hsa_grp=&hsa_ad=&hsa_src=x&hsa_tgt=&hsa_kw=&hsa_mt=&hsa_net=adwords&hsa_ver=3,28,29,33.99911631034483,8,0.3793103448275862,24
/blog/what-is-acceptance-testing/,28,30,18.537195966666665,14,0.2,24
/blog/platform-engineering-and-compliance-as-code/,27,31,5.041483548387097,8,0.5161290322580645,16
/blog/shift-happens-tech-career-change-hannah-jaskaram/,27,29,23.350858379310345,7,0.1724137931034483,23
/blog/why-diversity-and-inclusion-are-important-in-tech/,27,27,10.213074407407408,6,0.5925925925925926,24
/podcast/how-to-support-neurodivergent-staff-in-it/,27,27,78.21423281481482,12,0.37037037037037035,24
/blog/cloud-migration-planning-essentials/,26,27,7.2750759259259254,11,0.37037037037037035,24
/blog/shift-happens-ephron-career-change-by-joining-the-ten10-academy/,26,29,116.58828662068966,11,0.1724137931034483,22
/blog/the-future-of-rpa/,26,34,82.8203769117647,16,0.23529411764705882,27
/blog/what-do-we-mean-by-software-quality/,26,27,90.1855597037037,8,0.18518518518518517,17
/case-studies/how-an-automated-test-approach-enabled-an-international-broker-firm-to-successfully-meet-mifid-ii-requirements/,26,27,73.25023037037037,14,0.1111111111111111,23
/case-studies/managed-testing-delivering-increased-confidence-and-consistency/,26,28,22.046578535714286,17,0.10714285714285714,19
/podcast/meet-our-consultants-shruthi-srinivasan-agile-test-analyst/,26,29,32.022252103448274,21,0.2413793103448276,22
/whitepapers/performance-testing-rich-internet-applications-rias-and-other-complex-clients/,26,29,22.315521103448276,9,0.3793103448275862,21
/blog/five-essential-rpa-questions-for-your-organisation/,25,26,60.63042073076924,9,0.15384615384615385,19
/blog/generalists-the-hidden-asset-youre-overlooking/,25,25,76.69838612,13,0.12,17
/blog/meet-our-academy-consultants-bianca-walker/,25,27,22.93654511111111,4,0.25925925925925924,24
/blog/meet-our-academy-consultants-taya-hethershaw/,25,26,8.592017153846154,8,0.15384615384615385,13
/blog/the-urgent-need-for-ai-education-in-the-uk-workforce/,25,32,61.49887890625,11,0.28125,17
/blog/what-does-speed-mean-in-software-delivery/,25,29,52.289159965517236,13,0.2413793103448276,17
/blog/essential-automation-testing-skills/,24,28,77.30068325,11,0.32142857142857145,17
/blog/how-can-a-business-ensure-it-hires-the-best-people/,24,24,12.616224666666668,8,0.25,18
/blog/how-to-get-into-tech-without-a-degree/,24,25,44.648904599999995,8,0.08,17
/blog/how-we-help-digital-retailers-stay-competitive/,24,29,16.516236103448275,17,0.20689655172413793,18
/blog/meet-our-academy-consultants-charles-montell-hall/,24,25,129.4520948,9,0.12,15
/blog/meet-our-academy-consultants-laura-dickinson/,24,24,36.98822970833333,12,0.08333333333333333,19
/blog/shift-happens-tech-career-change-francisco-anthony/,24,28,49.35182689285715,8,0.32142857142857145,19
/blog/what-is-hyperautomation/?mh_matchtype=e&mh_keyword=hyperautomation&mh_adgroupid=173597099681&mh_network=g&lead_source_detail=GoogleAds_hyperautomation_173597099681&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=16799979768&hsa_grp=173597099681&hsa_ad=720065895306&hsa_src=g&hsa_tgt=kwd-847835701870&hsa_kw=hyperautomation&hsa_mt=e&hsa_net=adwords&hsa_ver=3,24,30,161.6988206,4,0.43333333333333335,26
/blog/what-makes-a-good-technologist/,24,28,20.950240285714283,4,0.2857142857142857,21
/whitepapers/5-signs-your-cloud-costs-are-out-of-control/,24,25,119.8492886,11,0.2,20
/blog/ai-in-test-automation-is-this-what-weve-been-waiting-for/,23,25,85.9264546,12,0.12,11
/blog/dont-get-struck-by-lightning/,23,23,21.307197739130437,12,0.2608695652173913,19
/blog/how-to-keep-costs-under-control-in-aws/,23,24,62.908552291666666,12,0.375,19
/blog/what-you-dont-know-about-starting-a-tech-career/,23,24,7.432017541666666,10,0.16666666666666666,20
/case-studies/test-management-in-a-multi-vendor-environment-for-a-global-law-firm/,23,23,41.614902434782614,12,0.13043478260869565,20
/blog/functional-testing-vs-non-functional-testing/,22,26,97.34542838461539,14,0.34615384615384615,18
/blog/how-cios-are-leveraging-ai-driven-rpa/,22,22,8.829952545454544,12,0.2727272727272727,19
/blog/how-to-measure-and-remove-technical-debt/,22,23,66.40034017391305,9,0.21739130434782608,19
/blog/managing-speed-vs-quality-with-project-stakeholders/,22,24,124.62398254166665,8,0.2916666666666667,16
/blog/meet-our-academy-consultants-daniel-jakus/,22,27,104.12488414814815,8,0.25925925925925924,24
/blog/rpa-vs-test-automation-are-they-really-so-similar/,22,24,38.33531158333333,9,0.2916666666666667,18
/blog/common-hr-challenges-and-questions-ahead-of-new-training-initiatives/,21,21,14.60052142857143,5,0.3333333333333333,18
/blog/meet-our-academy-consultants-sandhyo-fernandes/,21,21,16.96422395238095,5,0.23809523809523808,12
/case-studies/replacing-contractors-with-ten10-academy-business-analysts/,21,24,94.809513875,12,0.20833333333333334,15
/podcast/what-is-the-state-of-the-tech-skills-gap-w-charlie-luff-from-firebrand/,21,21,66.38545052380952,11,0.19047619047619047,19
/blog/essential-questions-to-evaluate-your-test-automation-strategy/?lead_source_detail=GoogleAds_test%20automation%20strategy_168893269364&lead_source_details=PPC&lead_source=Website&hsa_acc=6305486689&hsa_cam=15233175087&hsa_grp=168893269364&hsa_ad=714035585216&hsa_src=g&hsa_tgt=kwd-380569422717&hsa_kw=test%20automation%20strategy&hsa_mt=p&hsa_net=adwords&hsa_ver=3,20,23,70.88092686956522,11,0.13043478260869565,18
/blog/improving-the-skills-gap-in-michelle-r-weise-long-life-learning/,20,23,16.55666017391304,8,0.21739130434782608,17
/blog/maximising-the-value-of-rpa/,20,21,22.111207571428572,11,0.19047619047619047,17
/blog/meet-our-academy-consultants-charlie-jones/,20,20,10.77995475,8,0.35,17
/blog/meet-our-academy-consultants-daniel-anderson/,20,21,113.39000366666667,8,0.23809523809523808,14
/blog/meet-our-academy-consultants-lucy-harbinson/,20,22,30.258329454545457,11,0.22727272727272727,18
