# ----------------------------------------
# Pages and screens: Page path and screen class
# Account: Forest Garden Ltd.
# Property: BuyShedsDirect (GA4)
# ----------------------------------------
# 
# All Users
# Start date: 20250101
# End date: 20251231
Page path and screen class,Views,Active users,Views per active user,Average engagement time per active user,Event count,Key events,Total revenue,Engagement rate,Bounce rate
/blog/post/are-wooden-planters-good-bringing-rustic-elegance-to-your-garden,67,56,1.1964285714285714,53.607142857142854,235,0,0,0.6875,0.3125
/blog/post/solar-power-panel-ideas-for-the-garden,67,64,1.046875,56.3125,246,0,0,0.8235294117647058,0.17647058823529413
/blog/post/cheap-shed-ideas-and-the-best-value-plastic-sheds,66,56,1.1785714285714286,48.964285714285715,174,0,0,0.9166666666666666,0.08333333333333333
/blog/post/our-essential-guide-to-choosing-the-best-decorative-fencing-for-your-garden,65,57,1.1403508771929824,39.719298245614034,229,0,0,0.6031746031746031,0.3968253968253968
/blog/post/best-climbing-plants-for-trellis,64,50,1.28,61.16,216,0,0,0.7368421052631579,0.2631578947368421
/blog/post/best-garden-storage-boxes,64,47,1.3617021276595744,41.46808510638298,193,0,0,0.8235294117647058,0.17647058823529413
/blog/post/creative-garden-ideas-and-hacks-to-transform-your-outdoor-space,64,57,1.1228070175438596,37.50877192982456,218,0,0,0.6818181818181818,0.3181818181818182
/blog/post/garden-room-uses-how-to-create-your-own-garden-music-studio,64,55,1.1636363636363636,41.67272727272727,226,0,0,0.711864406779661,0.288135593220339
/blog/post/huge-savings-on-premium-garden-buildings,64,35,1.8285714285714285,56.02857142857143,136,0,0,0.8636363636363636,0.13636363636363635
/blog/post/shed-roof-felt-replacement-guide,64,56,1.1428571428571428,101.625,231,0,0,0.7796610169491526,0.22033898305084745
/blog/post/fence-height-extension-covering-ideas,61,23,2.652173913043478,59.08695652173913,163,0,0,0.75,0.25
/blog/post/grow-your-own-fruit-and-veg-this-year-with-our-latest-gardening-deals,61,27,2.259259259259259,33.74074074074074,126,0,0,0.8484848484848485,0.15151515151515152
/blog/post/garage-tool-storage-ideas,59,41,1.4390243902439024,102.58536585365853,171,0,0,0.8245614035087719,0.17543859649122806
/blog/post/8-new-years-resolutions-for-your-garden,58,13,4.461538461538462,114.76923076923077,120,0,0,0.8823529411764706,0.11764705882352941
/blog/post/best-mini-greenhouses-cold-frames-ideas,58,39,1.4871794871794872,64.64102564102564,188,0,0,0.8780487804878049,0.12195121951219512
/blog/post/can-log-cabins-be-used-throughout-autumn-winter,57,47,1.2127659574468086,48.91489361702128,185,0,0,0.7592592592592593,0.24074074074074073
/blog/post/shed-of-the-year-2016-episode-four,57,47,1.2127659574468086,52.276595744680854,209,0,0,0.5818181818181818,0.41818181818181815
/blog/post/off-the-shelf-vs-homemade-greenhouse-shelving-ideas,55,44,1.25,43.84090909090909,182,0,0,0.7708333333333334,0.22916666666666666
/blog/post/shed-of-the-year-2022-our-shed-experts-reveal-britains-best-garden-shed,54,42,1.2857142857142858,63.904761904761905,159,0,0,0.8163265306122449,0.1836734693877551
/blog/post/garden-room-design-ideas-guide,53,44,1.2045454545454546,40.70454545454545,179,0,0,0.6862745098039216,0.3137254901960784
/blog/post/everything-you-need-to-know-about-modular-garden-products,52,35,1.4857142857142858,74.4,167,0,0,0.8604651162790697,0.13953488372093023
/blog/post/how-to-apply-for-shed-planning-permission,52,40,1.3,135.825,178,0,0,0.7058823529411765,0.29411764705882354
/blog/post/post/low-maintenance-small-front-garden-ideas,51,1,51,1215,118,0,0,1,0
/blog/post/theres-still-time-to-shop-our-biggest-and-best-black-november-ever,50,36,1.3888888888888888,27.72222222222222,140,0,0,0.8205128205128205,0.1794871794871795
/blog/post/10-great-reasons-to-buy-the-8-x-6-forest-shiplap-potting-shed,48,44,1.0909090909090908,65.29545454545455,164,0,0,0.7446808510638298,0.2553191489361702
/blog/post/6-ways-to-keep-the-kids-occupied-in-the-garden-this-summer,48,18,2.6666666666666665,75.83333333333333,114,0,0,0.6363636363636364,0.36363636363636365
/blog/post/deck-ideas-composite-patio-decking-in-garden,48,34,1.411764705882353,39.088235294117645,155,0,0,0.75,0.25
/blog/post/a-gazebo-adds-luxury-to-your-garden,46,36,1.2777777777777777,32.666666666666664,157,0,0,0.8648648648648649,0.13513513513513514
/blog/post/how-to-turn-shed-into-gym-ideas,45,39,1.1538461538461537,57.282051282051285,164,0,0,0.6590909090909091,0.3409090909090909
/blog/post/post/best-garden-patio-furniture-space-saving-sustainable-ideas,45,1,45,1596,104,0,0,1,0
/blog/post/what-is-a-garage-buying-the-best-garages,44,32,1.375,59.78125,141,0,0,0.8787878787878788,0.12121212121212122
/blog/post/garden-pergola-ideas-differences-pergola-vs-pagoda ,43,1,43,774,98,0,0,0.75,0.25
/blog/post/meet-our-suppliers-yardmaster,43,7,6.142857142857143,40.714285714285715,96,0,0,0.6153846153846154,0.38461538461538464
/blog/post/top-5-best-8x6-sheds,43,37,1.162162162162162,39.78378378378378,111,0,0,1,0
/blog/post/5-great-reasons-to-buy-aluminium-driveway-double-gates-and-how-to-fit-them,42,38,1.105263157894737,52.921052631578945,152,0,0,0.7368421052631579,0.2631578947368421
/blog/post/a-guide-to-diy-bird-feeders,41,39,1.0512820512820513,12.64102564102564,146,0,0,0.48717948717948717,0.5128205128205128
/blog/post/what-are-the-best-bike-storage-solutions-for-bicycles-electric-bikes-and-motorbikes,38,34,1.1176470588235294,34.205882352941174,133,0,0,0.7631578947368421,0.23684210526315788
/blog/post/what-is-a-potting-shed-ideas-for-gardeners,38,28,1.3571428571428572,109.96428571428571,120,0,0,0.8,0.2
/blog/post/5-decorative-fencing-ideas,37,29,1.2758620689655173,26.413793103448278,123,0,0,0.7096774193548387,0.2903225806451613
/blog/post/meet-our-suppliers-palram-canopia,37,11,3.3636363636363638,162,101,0,0,0.5652173913043478,0.43478260869565216
/blog/post/garden-house-extension-vs-brick-extenson,35,9,3.888888888888889,111.11111111111111,86,0,0,0.8,0.2
/blog/post/how-forest-4life-sheds-are-rewriting-the-rule-book-for-wooden-sheds-longevity,35,28,1.25,36,104,0,0,0.75,0.25
/blog/post/spend-and-save-with-forest-garden,34,17,2,84.6470588235294,85,0,0,0.88,0.12
/blog/post/the-top-5-reasons-to-buy-a-metal-shed-and-which-ones-you-should-choose,34,31,1.096774193548387,49.70967741935484,100,0,0,0.9142857142857143,0.08571428571428572
/blog/post/find-your-perfect-garden-decking-our-top-five,33,24,1.375,58.791666666666664,117,0,0,0.7037037037037037,0.2962962962962963
