"Task ID","Task Name","Assignee","Due Date","Retime frequency (drop down)","CMS LINK (url)","Content Type (drop down)","Genre ES (labels)"
"862jmujrr","How Did Black Widow's Story Ended in Marvel's What If..? Finale","[]","","","","",""
"862jmujrt","What is the Infinity Crusher in Marvel's What If..? Finale","[]","","","","",""
"862jmujru","Among Us in Marvel's What If..? Finale: Who is the Traitor?","[]","","","","",""
"862jmujrv","Marvel's What If..? Season 2 RELEASE DATE and TIME, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News and Everything You Need To Know","[]","","","","",""
"862jmujrw","Marvel's What If..? Every Episode Ranked From Worst to Best","[]","","","","",""
"862jmujmw","Is Thor: Love and Thunder Worth Watching?","[]","","","","",""
"862jmujmx","Will There Be Thor 5 After Thor: Love and Thunder?","[]","","","","",""
"862jmujmy","When Will Thor: Love and Thunder Come Out On Disney Plus?","[]","","","","",""
"862jmujmz","Is Jane Worthy of The Mjolnir in Thor: Love and Thunder?","[]","","","","",""
"862jmujn1","Thor: Love and Thunder Ending Explained: Reason of The Title of The Movie Revealed","[]","","","","",""
"862jmujn2","Thor: Love and Thunder Post-Credits Scene Explained: Is Hercules A Hero or A Villain in the MCU?","[]","","","","",""
"862jmujn3","Thor: Love and Thunder End-Credits Scene Explained: Is Jane in the After Life?","[]","","","","",""
"862jmujn4","Thor: Love and Thunder: The Temple of Eternity and Gorr's Plan Explained","[]","","","","",""
"862jmujn5","How Did Gorr's Daughter Get Powers in Thor: Love and Thunder?","[]","","","","",""
"862jmujn6","Is Jane Dead in Thor: Love and Thunder?","[]","","","","",""
"862jmujn7","Thor: Love and Thunder: Who is Eternity?","[]","","","","",""
"862jmujn8","Did Thor Really Kill Zeus in Thor: Love and Thunder?","[]","","","","",""
"862jmujn9","Can Captain America Reach Asgardian Afterlife Valhalla Like Jane In Thor: Love and Thunder?","[]","","","","",""
"862jmujc2","Is The Flash Movie Cancelled? 2021 DCEU Update","[]","","","","",""
"862jmujc3","How Many Versions of Batman Will Appear In The Flash?","[]","","","","",""
"862jmujc4","Will Any Tim Burton or Joel Schumacher Batman Villains Appear In The Flash?","[]","","","","",""
"862jmujc5","Will Christian Bale's Batman Return In The Flash?","[]","","","","",""
"862jmujc6","Which DC Movies Belong to Elseworlds?","[]","","","","",""
"862jmujc7","Will the Justice League Appear in The Flash Season 9?","[]","","","","",""
"862jmujb7","Is John Walker US Agent Now in The Falcon and the Winter Soldier Explained","[]","","","","",""
"862jmujb8","Is John Walker a Villain Now in The Falcon and the Winter Soldier Explained","[]","","","","",""
"862jmujb9","Who is Razor Fist in Marvel's Shang-Chi Movie Explained","[]","","","","",""
"862jmujba","Will There Be a Season 2 of The Falcon and The Winter Soldier? April 2021 Update","[]","","","","",""
"862jmujbb","The Falcon and The Winter Soldier Finale: Is There A Post-Credits Scene? After Credits Scene Explained","[]","","","","",""
"862jmujbc","The Falcon and The Winter Soldier Ending Explained for Finale","[]","","","","",""
"862jmujbe","The Falcon and The Winter Soldier: What The New Title Card ""Captain America And The Winter Soldier"" Means","[]","","","","",""
"862jmujbf","The Falcon and The Winter Soldier: What Comes Next For John Walker as US Agent","[]","","","","",""
"862jmujbg","The Falcon And The Winter Soldier: The Raft Explained","[]","","","","",""
"862jmu41n","What is Shazam! Fury of the Gods Rated, Is it Safe for Kids to Watch? Everything You Need to Know","[]","","","","",""
"862jmu41q","Who is Rachel Zegler Playing in Shazam! Fury of the Gods?","[]","","","","",""
"862jmu41t","Shazam! Fury of the Gods Character Guide: Who Are The Cast of the Movie?","[]","","","","",""
"862jmu41u","How Long is the Runtime of Shazam! Fury of the Gods?","[]","","","","",""
"862jmu41x","Will Shazam! Fury of the Gods Be on DVD or Blu-Ray and When Will It Be Released?","[]","","","","",""
"862jmu41z","Will Shazam! Fury of the Gods Be Streaming Soon and When Will It Be Released?","[]","","","","",""
"862jmu421","Is There A Post-Credits Scene For Shazam! Fury of the Gods?","[]","","","","",""
"862jmu422","Where is Shazam! Fury of the Gods Filmed?","[]","","","","",""
"862jmu423","Who is the Villain in Shazam! Fury of the Gods?","[]","","","","",""
"862jmu425","Will Shazam! Fury of the Gods Have Black Adam?","[]","","","","",""
"862jmu426","Will Shazam! Fury of the Gods Have Wonder Woman?","[]","","","","",""
"862jmu428","Is Shazam 2 Worth Watching?","[]","","","","",""
"862jmu429","The Ending of Shazam 2 Explained","[]","","","","",""
"862jmu42a","Will There Be Shazam! 3?","[]","","","","",""
"862jmu42b","Is Shazam Really Dead in Shazam! Fury of the Gods?","[]","","","","",""
"862jmu42c","Can Shazam Beat Superman?","[]","","","","",""
"862jmu3g1","Peacemaker Season 1 End Credits Explained","[]","","","","",""
"862jmu3g3","Is Peacemaker Season 1 Worth Watching?","[]","","","","",""
"862jmu3g6","Peacemaker Season 2 Release Date, Trailer, Cast, Villain, News and Everything You Need to Know","[]","","","","",""
"862jmu2v4","Who is Ms. Marvel Kamala Khan? What are her Powers?","[]","","","","",""
"862jmu2v5","What is Ms. Marvel's Ethnicity?","[]","","","","",""
"862jmu2v6","Ms. Marvel: How Does Kamala Khan's Powers Work? Is It The Same in the Comics?","[]","","","","",""
"862jmu2v7","What is the Plot of Ms. Marvel?","[]","","","","",""
"862jmu2v8","Ms. Marvel: Are Kamala Khan's Powers Coming from Nega-Bands?","[]","","","","",""
"862jmu2v9","Is Ms. Marvel and Captain Marvel the Same?","[]","","","","",""
"862jmu2va","Will Ms. Marvel Become an Avenger?","[]","","","","",""
"862jmu2vb","Ms Marvel Release Date, Cast, Plot, Trailer, and Everything We Need To Know","[]","","","","",""
"862jmu2vc","A Fan's Guide to Ms. Marvel: What to Expect in the Disney Plus Documentary Short","[]","","","","",""
"862jmu2vd","Ms. Marvel COUNTDOWN: Episode 1 Premiere Date, Cast, Trailer, Plot, and Everything You Need To Know","[]","","","","",""
"862jmu2ve","What is Ms. Marvel Rated, Is it Safe for Kids to Watch? Everything You Need to Know","[]","","","","",""
"862jmu2vf","Is Ms. Marvel Releasing Weekly or All at Once?","[]","","","","",""
"862jmu2vg","Will Ms. Marvel Be In 4k On Disney Plus? How To Watch In The Highest Streaming Quality","[]","","","","",""
"862jmu2vj","What Time Does Ms. Marvel Come Out? Release Time Revealed","[]","","","","",""
"862jmu2vk","Will Ms. Marvel Be On DVD Or Blu-Ray And When Will It Be Released?","[]","","","","",""
"862jmu2vm","How Many Episodes Will Ms. Marvel Have And When Are They Released On Disney Plus","[]","","","","",""
"862jmu2vn","Ms. Marvel Episode 1: Is Kamala Khan's Grandmother A Superhero, Too?","[]","","","","",""
"862jmu2vp","Ms. Marvel Episode 2 RELEASE DATE And TIME, Recap, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News And Everything You Need To Know","[]","","","","",""
"862jmu2vq","Is Ms. Marvel Muslim? Episode 1 Reveals Kamala Khan's Struggles With Her Family","[]","","","","",""
"862jmu2vr","Who Is The Villain in Ms. Marvel? Did Episode 1 Tease The Arrival Of The Inventor?","[]","","","","",""
"862jmu2vt","Ms. Marvel Episode 1 Ending Explained: It's Cosmic!","[]","","","","",""
"862jmu2vu","Ms. Marvel Episode 1: Is There A Post-Credits Scene? Return Of Agent Cleary Explained","[]","","","","",""
"862jmu2vw","Ms. Marvel Episode 2 Ending Explained: Is Kamran An Inhuman?","[]","","","","",""
"862jmu2vy","Do Kamala and Bruno End Up Together In Ms. Marvel?","[]","","","","",""
"862jmu2w0","Ms. Marvel Episode 2 Reveals Whom The Bangle Originally Belongs To","[]","","","","",""
"862jmu2w1","Ms. Marvel Episode 2: Who is the Mysterious Woman in Kamala's Visions?","[]","","","","",""
"862jmu2w4","Ms. Marvel Episode 3 RELEASE DATE And TIME, Recap, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News And Everything You Need To Know","[]","","","","",""
"862jmu2w7","Ms. Marvel Episode 2 Shows How Nakia Encouraged Kamala To Embrace Her Identity","[]","","","","",""
"862jmu2w8","Ms. Marvel Episode 2 Confirms Kamala's Bangle Is Just Like Thor's Mjolnir -- It Only Activates Her Powers","[]","","","","",""
"862jmu2w9","Ms. Marvel Episode 2 Has A Witty Mention Of An Eternal","[]","","","","",""
"862jmu2wa","Ms. Marvel Episode 2: Are The Inhumans Coming To The MCU?","[]","","","","",""
"862jmu2wb","Ms. Marvel Episode 2 Reveals Why Kamala's Family Moved to the US","[]","","","","",""
"862jmu2wc","Ms. Marvel Episode 3 Ending Explained: How Did Sana See The Same Train In Kamala's Vision?","[]","","","","",""
"862jmu2wd","Ms. Marvel: Is The Bangle A Nega-Band From The Kree Empire?","[]","","","","",""
"862jmu2we","Ms. Marvel: What is The Noor Dimension?","[]","","","","",""
"862jmu2wf","Ms. Marvel Reveals A Surprising Connection To Shang-Chi and The Legend of The Ten Rings","[]","","","","",""
"862jmu2wh","Ms. Marvel: Who Are The Clandestines? Why Are They Called Djinn?","[]","","","","",""
"862jmu2wj","Ms. Marvel Episode 4 RELEASE DATE And TIME, Recap, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News And Everything You Need To Know","[]","","","","",""
"862jmu2wk","Ms. Marvel Episode 4 Ending Explained: Did Kamala Just Travel In Time?","[]","","","","",""
"862jmu2wm","Will Kamala Finally Meet Aisha In Ms. Marvel Episode 5?","[]","","","","",""
"862jmu2wn","Ms. Marvel: Who Is Kareem, The Red Dagger?","[]","","","","",""
"862jmu2wp","Ms. Marvel Episode 5 RELEASE DATE And TIME, Recap, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News And Everything You Need To Know","[]","","","","",""
"862jmu2wq","Ms. Marvel: How Will Kamala Get Back To The Present?","[]","","","","",""
"862jmu2wt","Ms. Marvel: Is The Bangle Evolving?","[]","","","","",""
"862jmu2wu","Will Kamala Finally Meet Aisha In Ms. Marvel Episode 5?","[]","","","","",""
"862jmu2wv","Ms. Marvel: What Happens If The Clandestines Get The Bangle?","[]","","","","",""
"862jmu2ww","Ms. Marvel Episode 6 RELEASE DATE And TIME, Recap, Countdown, Spoilers, Trailer, Clips, Plot, Theories, Leaks, Previews, News And Everything You Need To Know For The FINALE","[]","","","","",""
"862jmu2wx","Ms. Marvel Episode 5 Ending Explained: Kamran Gets Hard Light Powers, Too!","[]","","","","",""
"862jmu2wy","Ms. Marvel: What Are Kamran's Powers?","[]","","","","",""
"862jmu2wz","Ms. Marvel: Kamala Is The Trail of Stars That Saved Her Grandmother Sana","[]","","","","",""
"862jmu2x0","Ms. Marvel Episode 5 Reveals Why Aisha Disappeared","[]","","","","",""
"862jmu2x1","Ms. Marvel Episode 5: How Did Kamala End Up in 1947?","[]","","","","",""
"862jmu2x2","Ms. Marvel Finale Ending Explained: Is Kamala Khan MCU's First Mutant?","[]","","","","",""
"862jmu2x3","Ms. Marvel Finale Episode 6 Post-Credits Scene Explained: How Did Captain Marvel Appear In Kamala's Room?","[]","","","","",""
"862jmu2x4","Why and How Did Kamala Get The Name Ms. Marvel Explained","[]","","","","",""
"862jmu2x5","Ms. Marvel Finale Episode 6 Recap: Kamala's Journey To Being New Jersey's Own Superhero","[]","","","","",""
"862jmu2x6","Will There Be Ms. Marvel Season 2?","[]","","","","",""
"862jmu2x7","Can Ms. Marvel Shrink Or Grow in Size?","[]","","","","",""
"862jmu2x8","Is Ms. Marvel Worth Watching?","[]","","","","",""
"862jmu2e3","Loki Season 2 Release Date, Cast, Plot, Trailer, and Everything We Need To Know About the Disney+ Series","[]","","","","",""
"862jmu2fz","Will Sylvie be in Loki Season 2?","[]","","","","",""
"862jmu2g0","Will Tom Hiddleston be in Loki Season 2?","[]","","","","",""
"862jmu2g1","Can Loki Lift Thor's Hammer?","[]","","","","",""
"862jmu1yv","Ironheart Release Date Speculations, Cast Updates, Plot Theories, and Everything We Know","[]","","","","",""
"862jmu1yw","When is Ironheart Coming to the MCU?","[]","","","","",""
"862jmu1x1","Is I Am Groot Canon To The MCU? James Gunn Suggests Otherwise","[]","","","","",""
"862jmu1x3","What Time Does I Am Groot Come Out? Release Time Revealed","[]","","","","",""
"862jmu1x5","I Am Groot Show: What Happened in Each Episode Explained","[]","","","","",""
"862jmu1x7","Will There Be I Am Groot Season 2?","[]","","","","",""
"862jmu1xa","Why Groot Only Says ""I Am Groot"" Explained","[]","","","","",""
"862jmu13f","Doctor Strange 2: Who Are Marvel's Illuminati? How is Professor X Related to Them?","[]","","","","",""
"862jmu13g","Doctor Strange 2 Trailer: Why Are There Evil Versions of Strange and Wanda?","[]","","","","",""
"862jmu13h","Doctor Strange 2: Why Do Fans Think Wanda Becoming A Villain is Acceptable?","[]","","","","",""
"862jmu13j","Doctor Strange 2: Is Mordo Working With The Illuminati? Is He A Villain?","[]","","","","",""
"862jmu13k","Doctor Strange 2: Is Hugh Jackman Coming Back as Wolverine?","[]","","","","",""
"862jmu13m","What to Watch to Prepare for Doctor Strange in the Multiverse of Madness?","[]","","","","",""
"862jmu13p","Is Clea in Doctor Strange in the Multiverse of Madness?","[]","","","","",""
"862jmu13q","Doctor Strange in the Multiverse of Madness: What is Dreamwalking?","[]","","","","",""
"862jmu13r","Doctor Strange 2: Why a [SPOILER] Grew on Doctor Strange's Forehead?","[]","","","","",""
"862jmu13u","Is Doctor Strange in the Multiverse of Madness Worth Watching?","[]","","","","",""
"862jmu13v","Doctor Strange in the Multiverse of Madness: Who are the Members of The Illuminati?","[]","","","","",""
"862jmu13x","The Ending of Doctor Strange in the Multiverse of Madness Explained","[]","","","","",""
"862jmu13y","Doctor Strange in the Multiverse of Madness: Is Wanda the Villain? Reason Explained.","[]","","","","",""
"862jmu140","Doctor Strange in the Multiverse of Madness: Are The Illuminati Dead?","[]","","","","",""
"862jmu143","Doctor Strange in the Multiverse of Madness: What is the Book of Vishanti?","[]","","","","",""
"862jmu144","Will There be a Doctor Strange 3 Movie?","[]","","","","",""
"862jmu146","Doctor Strange in the Multiverse of Madness: What Happens Next to Wanda?","[]","","","","",""
"862jmu0uj","Is Black Adam Worth Watching?","[]","","","","",""
"862jmu0un","Is Henry Cavill's Superman in Black Adam?","[]","","","","",""
"862jmu0uq","Will There Be Black Adam 2?","[]","","","","",""
"862jmu0ur","What is the Weakness of Black Adam?","[]","","","","",""
"862jmu0uu","Can Black Adam Beat Superman?","[]","","","","",""
"862jmu0uw","Who Are The Justice Society of America in Black Adam?","[]","","","","",""
"862jmu0uy","Who is Sabbac, The Villain of Black Adam?","[]","","","","",""
"862jmu0v2","The Ending of Black Adam Explained","[]","","","","",""
"862jmu0v5","Who Lives And Who Dies in Black Adam?","[]","","","","",""
"862jmu0a0","Is Batman Beyond Canon in DC Explained","[]","","","","",""
"862jmu0a3","Why Batman is Better Than Superman","[]","","","","",""
"862jmu0a6","Is Batman Marvel or DC? Character History Explained","[]","","","","",""
"862jmu0ag","7 Moments that Batman Was A Brutal Savage","[]","","","","",""
"862jmu0aj","The Strongest Versions of Batman of All Time","[]","","","","",""
"862jmu0fn","Who Will Play Batman In The Brave and the Bold?","[]","","","","",""
"862jmujab","The Batman 2 Release Date, Cast, Plot, Trailer, News, and Everything You Need to Know","[]","","","","",""
"1py35gd","Hawkeye Release Date, Cast, Trailer, Plot, Characters, Villain, Powers, News, Updates and Everything You Need to Know","[]","","","","",""
"1t2tmxy","Who is Echo in Hawkeye? New Characters Gets Spinoff Announced During Disney Plus Day","[]","","","","",""
"1t2tmz8","Is Hawkeye Releasing Weekly or All at Once?","[]","","","","",""
"1t2tmyy","Hawkeye COUNTDOWN: Episode 1, Premiere Date, Cast, Trailer, Plot, Reviews, and Everything You Need To Know","[]","","","","",""
"1t2tmzn","Is Hawkeye Canon to the MCU?","[]","","","","",""
"1t2tn19","How Many Episodes Will Hawkeye Have and When are They Released on Disney Plus","[]","","","","",""
"1t2tn1y","Will Hawkeye Be on DVD or Blu-Ray and When Will It Be Released?","[]","","","","",""
"1t2tn28","What is the Plot of Hawkeye?","[]","","","","",""
"1t2tn3h","What Time Does Hawkeye Come Out? Release Time Revealed","[]","","","","",""
"1t2tn3t","Will Hawkeye Be in 4k on Disney Plus? How to Watch in the Highest Streaming Quality","[]","","","","",""
"1t2tn48","Hawkeye: Is It Out Yet on Disney Plus, Netflix, or Hulu? Where and When to Watch Stream","[]","","","","",""
"1t2tn4e","What is Hawkeye Rated, Is it Safe for Kids to Watch? Everything You Need to Know","[]","","","","",""
"1vrq0bg","Hawkeye Easter Egg: Who is Kate Bishop's Aunt Moira Brandon and How is She Relevant?","[]","","","","",""
"862jmtzmg","Ant-Man and the Wasp: Quantumania Character Guide: Who Will Be in the MCU Movie?","[]","","","","",""
"862jmtzmk","Is Ant-Man and the Wasp: Quantumania Worth Watching?","[]","","","","",""
"862jmtzn3","The Ending of Ant-Man & the Wasp: Quantumania Explained","[]","","","","",""
"862jmtzn8","Will Scott Lang Die in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznb","Ant-Man & the Wasp: Quantumania Post-Credits Scene Explained: What is The Council of Kangs?","[]","","","","",""
"862jmtznf","Is Kang The Conqueror Really Dead in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznk","Why Did The Council of Kangs Exile Kang The Conqueror in the Quantum Realm in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznp","Is Kang The Conqueror A Nexus Being in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznt","Who is Immortus in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznv","Who is Rama-Tut in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznw","Who is Scarlet Centurion in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtznx","Why Does Kang The Conqueror Have Scars on His Face in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzny","Is Doctor Doom in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzp0","Is Kate Bishop in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzp1","MCU Timeline: Which Happened First, Loki or Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzp2","What is a Probability Storm in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzp4","Which MCU Movies and TV Series Does Ant-Man & the Wasp: Quantumania Set Up?","[]","","","","",""
"862jmtzp6","Can Hank Pym Talk To Ants in Ant-Man & the Wasp: Quantumania?","[]","","","","",""
"862jmtzp9","Ant-Man & the Wasp: Quantumania Full Movie Breakdown of MCU Easter Eggs and Comic Book References","[]","","","","",""
"1p1n3j5","Eternals: Who are the Celestials?","[]","","","","",""
"1p1n3nv","Eternals: Who is Ikaris and Why is He the Prime Eternal?","[]","","","","",""
"1p1n3u5","Eternals: Who is Gilgamesh and Why is He the Forgotten One?","[]","","","","",""
"1p1n3ub","Eternals: Who is Sprite and How Did She Remain as a Child?","[]","","","","",""
"1p1n3un","Eternals: Who is Ajak and What Makes Her Extremely Important?","[]","","","","",""
"1p1n3vc","Eternals: Who is Phastos? First LGBTQ+ MCU Superhero Comes With a Family","[]","","","","",""
"1p1n3vj","Eternals: Who is Makkari? First Deaf MCU Superhero Arriving Soon","[]","","","","",""
"1p1n3vu","Eternals: Who is Kingo and What are His Talents? Is He an Actor?","[]","","","","",""
"1p1n3wj","Eternals: Who is Druig and Why is He so Ominous?","[]","","","","",""
"862jmu1g0","Eternals: Who Are They and What Are Their Powers?","[]","","","","",""
"862jmu1g9","Eternals: Who is Thena and What does Her Sword Do?","[]","","","","",""
"862jmu1gb","Eternals: What is Their Origin?","[]","","","","",""
"862jmu1ge","Eternals: Is Thanos an Eternal?","[]","","","","",""
"862jmu1gg","Eternals: Who is Their Leader?","[]","","","","",""
"862jmu1gh","Eternals: Are they Immortal? Do they die?","[]","","","","",""
"862jmu1gk","Eternals: Who is the Most Powerful Eternal?","[]","","","","",""
"862jmu1gn","Eternals: Who is Sersi and Why is She the Lead Character in the Film?","[]","","","","",""
"862jmu1gq","Eternals: What is the Uni-Mind Explained and Will It Be In the Movie?","[]","","","","",""
"862jmu1gt","What is the Emergence, the New Apocalypse in Marvel's Eternals","[]","","","","",""
"862jmu1gu","Easter Egg References You May Have Missed From The New Eternals Trailer","[]","","","","",""
"862jmu1gv","What are Deviants and How do They Differ From Eternals?","[]","","","","",""
"862jmu1gw","Is Kro the Main Villain in Marvel's Eternals?","[]","","","","",""
"862jmu1gx","Eternals Release Date, Cast, Trailer, Plot, Characters, Comic, Villain, Powers, News, Updates and Everything You Need to Know","[]","","","","",""
"862jmu1gy","5 Lingering Questions from the Eternals Trailer","[]","","","","",""
"862jmu1gz","Eternals: Who is Gilgamesh and Why is He the Forgotten One?","[]","","","","",""
"862jmu1h1","Eternals: Who is Sprite and How Did She Remain as a Child?","[]","","","","",""
"862jmu1h3","Eternals: Who is Ikaris and Why is He the Prime Eternal?","[]","","","","",""
"862jmu1h4","Eternals: Who is Druig and Why is He so Ominous?","[]","","","","",""
"862jmu1h5","Eternals: Who is Kingo and What are His Talents? Is He an Actor?","[]","","","","",""
"862jmu1h6","Eternals: Who is Ajak and What Makes Her Extremely Important?","[]","","","","",""
"862jmu1h7","Eternals: Who are the Celestials?","[]","","","","",""
"862jmu1h8","Eternals: Who is Makkari? First Deaf MCU Superhero Arriving Soon","[]","","","","",""
"862jmu1hb","Eternals: Who is Phastos? First LGBTQ+ MCU Superhero Comes With a Family","[]","","","","",""
"862jmu1hc","Eternals: Whose Voice Stopped Dane Whitman in the Post-Credits Scene?","[]","","","","",""
"862jmu1hd","Eternals: Are the Deviants Really the Bad Guys? Who is the Real Villain?","[]","","","","",""
"862jmu1he","How Many Post-Credits Scenes are in Eternals?","[]","","","","",""
"862jmu1hf","Eternals: How Thanos' Snap Could Have Been Heroic","[]","","","","",""
"862jmu1hg","Eternals: Who is Dane Whitman and What is his Family's Secret?","[]","","","","",""
"862jmu1hh","Eternals: Who is Tiamut? Dreaming Celestial Explained.","[]","","","","",""
"862jmu1hj","Eternals: Who is Arishem the Judge?","[]","","","","",""
"862jmu1hk","Eternals: Who is Starfox, Harry Styles' Character Eros?","[]","","","","",""
"862jmu1hm","Eternals: What Happened to Ikaris in the End?","[]","","","","",""
"862jmu1hp","Eternals: What Happened to Sprite in the End?","[]","","","","",""
"862jmu1hq","Eternals: What Happened in Centauri-6?","[]","","","","",""
"862jmu1hr","Eternals: Who Lives, Who Dies?","[]","","","","",""
"862jmu1ht","Eternals: What is Mahd Wy'ry?","[]","","","","",""
"862jmu1hu","Eternals: Why Reviews are Low?","[]","","","","",""
"862jmu1hv","Eternals Ending Explained","[]","","","","",""
"862jmu1hw","Is Marvel's Eternals Worth Watching?","[]","","","","",""
"862jmu1hx","The Eternals Timeline Explained: Everything You Need to Know","[]","","","","",""
"862jmu1hy","New Marvel Spinoffs We Expect From The Eternals","[]","","","","",""
"862jmu1hz","Were The Eternals Blipped By Thanos? Here's The Surprising Answer From Director","[]","","","","",""
"1t2tn5t","Who is Moon  Knight? Does He Have Powers?","[]","","","","",""
"23zxn7z","Moon Knight COUNTDOWN: Episode 1, Premiere Date, Cast, Trailer, Plot, Reviews, and Everything You Need To Know","[]","","","","",""
"23zxna0","How Many Episodes Will Moon Knight Have and When are They Released on Disney Plus","[]","","","","",""
"23zxnbj","Is Moon Knight Releasing Weekly or All at Once?","[]","","","","",""
"23zxncw","Is Moon Knight Canon to the MCU?","[]","","","","",""
"23zxnfe","What Time Does Moon Knight Come Out? Release Time Revealed","[]","","","","",""
"23zxnga","What is the Plot of Moon Knight?","[]","","","","",""
"23zxnkg","Will Moon Knight Be on DVD or Blu-Ray and When Will It Be Released?","[]","","","","",""
